发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度
20141103224456,关,关,关,37°C,25%,27,0分钟,50°C
20141103224458,关,关,关,37°C,25%,28,0分钟,50°C
20141103224500,关,关,关,37°C,25%,27,0分钟,50°C
20141103224504,关,关,关,37°C,25%,28,0分钟,50°C
20141103224506,关,关,关,37°C,25%,27,0分钟,50°C
20141103224508,关,关,关,37°C,25%,28,0分钟,50°C
20141103224518,关,关,关,37°C,25%,27,0分钟,50°C
20141103224520,关,关,关,37°C,25%,28,0分钟,50°C
20141103224522,关,关,关,37°C,25%,27,0分钟,50°C
20141103224524,关,关,关,37°C,25%,28,0分钟,50°C
20141103224528,关,关,关,37°C,25%,27,0分钟,50°C
20141103224531,关,关,关,37°C,25%,26,0分钟,50°C
20141103224532,关,关,关,37°C,25%,28,0分钟,50°C
20141103225050,关,关,关,36°C,0%,38,0分钟,50°C
20141103225056,关,关,关,36°C,0%,41,0分钟,50°C
20141103225100,关,关,关,36°C,0%,48,0分钟,50°C
20141103225102,关,关,关,36°C,0%,50,0分钟,50°C
20141103225104,关,关,关,36°C,0%,48,0分钟,50°C
20141103225108,关,关,关,36°C,0%,50,0分钟,50°C
20141103225112,关,关,关,36°C,0%,48,0分钟,50°C
20141103225118,关,关,关,36°C,0%,50,0分钟,50°C
20141103225120,关,关,关,36°C,0%,37,0分钟,50°C
20141103225452,关,关,关,35°C,0%,10,0分钟,50°C
20141103225454,关,关,关,35°C,0%,36,0分钟,50°C
20141103225504,关,关,关,35°C,0%,37,0分钟,50°C
20141103225506,关,关,关,35°C,0%,38,0分钟,50°C
20141103225508,关,关,关,35°C,0%,37,0分钟,50°C
20141103225514,关,关,关,35°C,0%,38,0分钟,50°C
20141103225516,关,关,关,35°C,0%,37,0分钟,50°C
20141103225518,关,关,关,35°C,0%,31,0分钟,50°C
20141104193621,关,关,关,31°C,0%,8,0分钟,50°C
20141104203058,开,开,关,31°C,0%,0,25分钟,50°C
20141104203111,开,开,关,31°C,0%,0,24分钟,50°C
20141104203114,开,开,关,31°C,0%,0,25分钟,50°C
20141104203140,开,开,关,32°C,0%,0,25分钟,50°C
20141104203144,开,开,关,32°C,0%,0,24分钟,50°C
20141104203146,开,开,关,33°C,0%,0,24分钟,50°C
20141104203247,开,开,关,33°C,0%,0,23分钟,50°C
20141104203251,开,开,关,33°C,0%,0,22分钟,50°C
20141104203332,开,开,关,34°C,0%,0,22分钟,50°C
20141104203415,开,开,关,34°C,0%,0,21分钟,50°C
20141104203428,开,开,关,35°C,0%,0,21分钟,50°C
20141104203500,开,开,关,35°C,0%,0,20分钟,50°C
20141104203504,开,开,关,35°C,0%,0,19分钟,50°C
20141104203506,开,开,关,36°C,0%,0,19分钟,50°C
20141104203510,开,开,关,36°C,0%,0,21分钟,50°C
20141104203512,开,开,关,35°C,0%,0,21分钟,50°C
20141104203516,开,开,关,35°C,0%,0,19分钟,50°C
20141104203600,开,开,关,36°C,0%,0,19分钟,50°C
20141104203604,开,开,关,36°C,0%,0,18分钟,50°C
20141104203627,开,开,关,37°C,0%,0,18分钟,50°C
20141104203715,开,开,关,37°C,0%,0,17分钟,50°C
20141104203717,开,开,关,37°C,0%,0,16分钟,50°C
20141104203755,开,开,关,38°C,0%,0,16分钟,50°C
20141104203759,开,开,关,38°C,0%,0,15分钟,50°C
20141104203832,开,开,关,39°C,0%,0,15分钟,50°C
20141104203912,开,开,关,39°C,0%,0,14分钟,50°C
20141104203920,开,开,关,40°C,0%,0,14分钟,50°C
20141104204009,开,开,关,40°C,0%,0,13分钟,50°C
20141104204013,开,开,关,40°C,0%,0,12分钟,50°C
20141104204113,开,开,关,41°C,0%,0,12分钟,50°C
20141104204131,开,开,关,42°C,0%,0,11分钟,50°C
20141104204228,开,开,关,42°C,0%,0,10分钟,50°C
20141104204232,开,开,关,42°C,0%,0,9分钟,50°C
20141104204310,开,开,关,43°C,0%,0,9分钟,50°C
20141104204314,开,开,关,43°C,25%,0,8分钟,50°C
20141104204343,开,开,关,44°C,25%,0,8分钟,50°C
20141104204433,开,开,关,44°C,25%,0,7分钟,50°C
20141104204435,开,开,关,45°C,25%,0,7分钟,50°C
20141104204530,开,开,关,45°C,25%,0,6分钟,50°C
20141104204534,开,开,关,45°C,25%,0,5分钟,50°C
20141104204612,开,开,关,46°C,25%,0,5分钟,50°C
20141104204634,开,开,关,46°C,25%,0,4分钟,50°C
20141104204646,开,开,关,47°C,25%,0,4分钟,50°C
20141104204747,开,开,关,47°C,25%,0,3分钟,50°C
20141104204811,开,开,关,47°C,25%,0,2分钟,50°C
20141104204844,开,开,关,48°C,25%,0,2分钟,50°C
20141104204848,开,开,关,48°C,25%,0,1分钟,50°C
20141104204910,开,开,关,49°C,25%,0,1分钟,50°C
20141104204926,开,开,关,49°C,25%,0,0分钟,50°C
20141104204928,开,关,开,50°C,100%,0,0分钟,50°C
20141104210352,开,关,开,50°C,50%,0,0分钟,50°C
20141104210354,开,开,关,50°C,50%,32,0分钟,50°C
20141104210405,开,开,关,50°C,50%,35,0分钟,50°C
20141104210408,开,开,关,50°C,50%,33,0分钟,50°C
20141104210412,开,开,关,50°C,50%,35,0分钟,50°C
20141104210418,开,开,关,50°C,50%,33,0分钟,50°C
20141104210424,开,开,关,50°C,50%,35,0分钟,50°C
20141104210426,开,开,关,50°C,50%,33,0分钟,50°C
20141104210436,开,开,关,50°C,50%,35,0分钟,50°C
20141104210439,开,开,关,50°C,50%,33,0分钟,50°C
20141104210441,开,开,关,50°C,50%,17,0分钟,50°C
20141104210443,开,开,关,50°C,50%,48,0分钟,50°C
20141104210445,开,开,关,50°C,50%,50,0分钟,50°C
20141104210447,关,关,关,50°C,50%,48,0分钟,50°C
20141104210449,关,关,关,50°C,50%,50,0分钟,50°C
20141104210451,关,关,关,50°C,50%,48,0分钟,50°C
20141104210501,关,关,关,50°C,50%,50,0分钟,50°C
20141104210503,关,关,关,50°C,50%,48,0分钟,50°C
20141104210507,关,关,关,50°C,50%,50,0分钟,50°C
20141104210509,关,关,关,50°C,50%,48,0分钟,50°C
20141104210517,关,关,关,50°C,50%,50,0分钟,50°C
20141104210519,关,关,关,50°C,50%,45,0分钟,50°C
20141104210521,关,关,关,50°C,50%,46,0分钟,50°C
20141104210523,关,关,关,50°C,50%,36,0分钟,50°C
20141104210531,关,关,关,50°C,50%,48,0分钟,50°C
20141104210543,关,关,关,50°C,50%,50,0分钟,50°C
20141104210545,关,关,关,50°C,50%,46,0分钟,50°C
20141104211953,关,关,关,49°C,50%,53,0分钟,50°C
20141104211957,关,关,关,50°C,50%,48,0分钟,50°C
20141104211959,关,关,关,50°C,50%,47,0分钟,50°C
20141104212001,关,关,关,50°C,50%,30,0分钟,50°C
20141104212003,关,关,关,50°C,50%,31,0分钟,50°C
20141104212005,关,关,关,50°C,50%,30,0分钟,50°C
20141104212009,关,关,关,49°C,50%,35,0分钟,50°C
20141104212011,关,关,关,49°C,50%,33,0分钟,50°C
20141104212015,关,关,关,49°C,50%,35,0分钟,50°C
20141104212017,关,关,关,49°C,50%,36,0分钟,50°C
20141104212023,关,关,关,49°C,50%,35,0分钟,50°C
20141104212025,关,关,关,49°C,50%,33,0分钟,50°C
20141104212031,关,关,关,49°C,50%,35,0分钟,50°C
20141104212032,关,关,关,49°C,50%,33,0分钟,50°C
20141104212036,关,关,关,49°C,50%,40,0分钟,50°C
20141104212038,关,关,关,49°C,50%,38,0分钟,50°C
20141104212040,关,关,关,49°C,50%,40,0分钟,50°C
20141104212042,关,关,关,49°C,50%,38,0分钟,50°C
20141104212044,关,关,关,49°C,50%,46,0分钟,50°C
20141104212048,关,关,关,49°C,50%,45,0分钟,50°C
20141104212050,关,关,关,49°C,50%,37,0分钟,50°C
20141104212052,关,关,关,49°C,50%,31,0分钟,50°C
20141104212056,关,关,关,49°C,50%,38,0分钟,50°C
20141104212102,关,关,关,49°C,50%,37,0分钟,50°C
20141104212104,关,关,关,49°C,50%,36,0分钟,50°C
20141104212106,关,关,关,49°C,50%,37,0分钟,50°C
20141104212108,关,关,关,49°C,50%,38,0分钟,50°C
20141104212112,关,关,关,49°C,50%,37,0分钟,50°C
20141104212116,关,关,关,49°C,50%,33,0分钟,50°C
20141104212118,关,关,关,49°C,50%,32,0分钟,50°C
20141104212120,关,关,关,49°C,50%,33,0分钟,50°C
20141104212122,关,关,关,49°C,50%,35,0分钟,50°C
20141104212124,关,关,关,49°C,50%,33,0分钟,50°C
20141104212126,关,关,关,49°C,50%,32,0分钟,50°C
20141104212144,关,关,关,49°C,50%,33,0分钟,50°C
20141104212146,关,关,关,49°C,50%,32,0分钟,50°C
20141104212148,关,关,关,49°C,50%,28,0分钟,50°C
20141104212150,关,关,关,49°C,50%,30,0分钟,50°C
20141104212200,关,关,关,49°C,50%,28,0分钟,50°C
20141104212202,关,关,关,49°C,50%,30,0分钟,50°C
20141104212204,关,关,关,49°C,50%,28,0分钟,50°C
20141104212206,关,关,关,49°C,50%,30,0分钟,50°C
20141104212210,关,关,关,49°C,50%,28,0分钟,50°C
20141104212212,关,关,关,49°C,50%,30,0分钟,50°C
20141104212217,关,关,关,49°C,50%,28,0分钟,50°C
20141104212219,关,关,关,49°C,50%,30,0分钟,50°C
20141104212221,关,关,关,48°C,50%,30,0分钟,50°C
20141104212229,关,关,关,48°C,50%,28,0分钟,50°C
20141104212231,关,关,关,48°C,50%,30,0分钟,50°C
20141104212239,关,关,关,48°C,50%,28,0分钟,50°C
20141104212241,关,关,关,48°C,50%,30,0分钟,50°C
20141104212243,关,关,关,48°C,50%,28,0分钟,50°C
20141104212247,关,关,关,48°C,50%,30,0分钟,50°C
20141104212303,关,关,关,48°C,50%,28,0分钟,50°C
20141104212305,关,关,关,48°C,50%,30,0分钟,50°C
20141104212307,关,关,关,48°C,50%,28,0分钟,50°C
20141104212309,关,关,关,47°C,50%,28,0分钟,50°C
20141104212321,关,关,关,47°C,50%,30,0分钟,50°C
20141104212323,关,关,关,47°C,50%,30,0分钟,50°C
20141104212325,关,关,关,47°C,50%,28,0分钟,50°C
20141104212327,关,关,关,47°C,50%,30,0分钟,50°C
20141104212355,关,关,关,47°C,50%,28,0分钟,50°C
20141104212401,关,关,关,46°C,50%,28,0分钟,50°C
20141104212403,关,关,关,46°C,50%,27,0分钟,50°C
20141104212418,关,关,关,46°C,50%,28,0分钟,50°C
20141104212420,关,关,关,46°C,50%,30,0分钟,50°C
20141104212422,关,关,关,46°C,50%,23,0分钟,50°C
20141104212430,关,关,关,46°C,50%,25,0分钟,50°C
20141104212432,关,关,关,46°C,50%,32,0分钟,50°C
20141104212434,关,关,关,45°C,50%,30,0分钟,50°C
20141104212450,关,关,关,45°C,50%,28,0分钟,50°C
20141104212454,关,关,关,44°C,50%,28,0分钟,50°C
20141104212456,关,关,关,44°C,50%,30,0分钟,50°C
20141104212502,关,关,关,44°C,50%,28,0分钟,50°C
20141104212504,关,关,关,44°C,50%,30,0分钟,50°C
20141104212506,关,关,关,44°C,50%,28,0分钟,50°C
20141104212508,关,关,关,44°C,50%,30,0分钟,50°C
20141104212516,关,关,关,44°C,50%,28,0分钟,50°C
20141104212520,关,关,关,44°C,25%,30,0分钟,50°C
20141104212526,关,关,关,43°C,25%,30,0分钟,50°C
20141104212532,关,关,关,43°C,25%,28,0分钟,50°C
20141104213524,开,开,关,39°C,25%,0,15分钟,50°C
20141104213526,开,开,关,39°C,25%,45,15分钟,50°C
20141104213528,开,开,关,39°C,25%,50,15分钟,50°C
20141104213532,开,开,关,39°C,25%,48,15分钟,50°C
20141104213540,开,开,关,39°C,25%,50,15分钟,50°C
20141104213542,开,开,关,39°C,25%,48,15分钟,50°C
20141104213544,开,开,关,39°C,25%,48,14分钟,50°C
20141104213546,开,开,关,39°C,25%,43,14分钟,50°C
20141104213548,开,开,关,39°C,25%,42,14分钟,50°C
20141104213550,开,开,关,39°C,25%,43,14分钟,50°C
20141104213552,开,开,关,39°C,25%,41,14分钟,50°C
20141104213554,开,开,关,39°C,25%,35,17分钟,50°C
20141104213600,开,开,关,38°C,25%,35,16分钟,50°C
20141104213604,开,开,关,38°C,25%,36,16分钟,50°C
20141104213606,开,开,关,38°C,25%,35,16分钟,50°C
20141104213616,开,开,关,38°C,25%,36,16分钟,50°C
20141104213618,开,开,关,38°C,25%,36,18分钟,50°C
20141104213622,开,开,关,37°C,25%,36,18分钟,50°C
20141104213624,开,开,关,37°C,25%,35,18分钟,50°C
20141104213626,开,开,关,37°C,25%,36,18分钟,50°C
20141104213630,开,开,关,37°C,25%,35,18分钟,50°C
20141104213634,开,开,关,37°C,25%,36,18分钟,50°C
20141104213639,开,开,关,37°C,25%,35,18分钟,50°C
20141104213643,开,开,关,37°C,25%,36,18分钟,50°C
20141104213645,开,开,关,37°C,25%,37,17分钟,50°C
20141104213647,开,开,关,37°C,25%,36,17分钟,50°C
20141104213649,开,开,关,37°C,25%,35,19分钟,50°C
20141104213653,开,开,关,36°C,25%,36,19分钟,50°C
20141104213658,开,开,关,36°C,25%,32,19分钟,50°C
20141104213703,开,开,关,36°C,25%,27,19分钟,50°C
20141104213705,开,开,关,36°C,25%,26,19分钟,50°C
20141104213707,开,开,关,36°C,25%,27,21分钟,50°C
20141104213709,开,开,关,35°C,25%,27,21分钟,50°C
20141104213711,开,开,关,35°C,25%,26,21分钟,50°C
20141104213721,开,开,关,35°C,25%,27,21分钟,50°C
20141104213723,开,开,关,35°C,25%,27,20分钟,50°C
20141104213725,开,开,关,35°C,25%,28,20分钟,50°C
20141104213727,开,开,关,35°C,25%,26,20分钟,50°C
20141104213741,开,开,关,35°C,25%,27,20分钟,50°C
20141104213743,开,开,关,35°C,25%,27,22分钟,50°C
20141104213755,开,开,关,34°C,25%,27,22分钟,50°C
20141104213757,开,开,关,34°C,25%,30,22分钟,50°C
20141104213759,开,开,关,34°C,25%,31,22分钟,50°C
20141104213817,开,开,关,34°C,25%,0,22分钟,50°C
20141104213819,开,开,关,34°C,25%,0,24分钟,50°C
20141104213823,开,开,关,33°C,25%,0,24分钟,50°C
20141104213924,开,开,关,33°C,25%,0,23分钟,50°C
20141104213934,开,开,关,33°C,25%,0,22分钟,50°C
20141104213936,开,开,关,33°C,25%,26,22分钟,50°C
20141104213938,开,开,关,33°C,25%,28,22分钟,50°C
20141104213940,开,开,关,33°C,25%,46,22分钟,50°C
20141104213944,开,开,关,33°C,25%,47,22分钟,50°C
20141104213946,开,开,关,33°C,25%,48,22分钟,50°C
20141104213948,开,开,关,33°C,25%,47,22分钟,50°C
20141104213950,开,开,关,33°C,25%,48,22分钟,50°C
20141104213956,开,开,关,33°C,25%,47,22分钟,50°C
20141104213958,开,开,关,34°C,25%,47,22分钟,50°C
20141104214000,开,开,关,34°C,25%,48,22分钟,50°C
20141104214002,开,开,关,34°C,25%,56,24分钟,50°C
20141104214006,开,开,关,33°C,25%,56,24分钟,50°C
20141104214008,开,开,关,33°C,25%,52,22分钟,50°C
20141104214015,开,开,关,34°C,25%,53,22分钟,50°C
20141104214017,开,开,关,34°C,25%,55,22分钟,50°C
20141104214023,开,开,关,34°C,25%,53,22分钟,50°C
20141104214025,开,开,关,34°C,25%,52,22分钟,50°C
20141104214039,开,开,关,34°C,25%,53,22分钟,50°C
20141104214041,开,开,关,34°C,25%,55,22分钟,50°C
20141104214049,开,开,关,34°C,25%,53,22分钟,50°C
20141104214051,开,开,关,34°C,25%,55,21分钟,50°C
20141104214055,开,开,关,34°C,25%,53,21分钟,50°C
20141104214057,开,开,关,34°C,25%,55,24分钟,50°C
20141104214101,开,开,关,33°C,25%,53,24分钟,50°C
20141104214105,开,开,关,33°C,0%,55,23分钟,50°C
20141104214107,开,开,关,33°C,0%,53,23分钟,50°C
20141104214109,开,开,关,33°C,0%,53,22分钟,50°C
20141104214111,开,开,关,34°C,0%,53,22分钟,50°C
20141104214113,开,开,关,34°C,0%,55,22分钟,50°C
20141104214115,开,开,关,34°C,0%,55,24分钟,50°C
20141104214119,开,开,关,33°C,0%,53,24分钟,50°C
20141104214123,开,开,关,33°C,0%,53,23分钟,50°C
20141104214129,开,开,关,33°C,0%,55,23分钟,50°C
20141104214131,开,开,关,33°C,0%,52,23分钟,50°C
20141104214133,开,开,关,33°C,0%,46,23分钟,50°C
20141104214141,开,开,关,33°C,0%,36,23分钟,50°C
20141104214147,开,开,关,33°C,0%,28,23分钟,50°C
20141104214149,开,开,关,33°C,0%,30,23分钟,50°C
20141104214151,开,开,关,33°C,0%,28,23分钟,50°C
20141104214201,开,开,关,33°C,0%,30,23分钟,50°C
20141104214206,开,开,关,33°C,0%,26,23分钟,50°C
20141104214208,开,开,关,33°C,0%,27,23分钟,50°C
20141104214220,开,开,关,33°C,0%,30,23分钟,50°C
20141104214224,开,开,关,33°C,0%,30,22分钟,50°C
20141104214232,开,开,关,33°C,0%,28,22分钟,50°C
20141104214236,开,开,关,32°C,0%,28,25分钟,50°C
20141104214240,开,开,关,32°C,0%,30,25分钟,50°C
20141104214242,开,开,关,32°C,0%,25,25分钟,50°C
20141104214246,开,开,关,32°C,0%,26,25分钟,50°C
20141104214258,开,开,关,32°C,0%,30,25分钟,50°C
20141104214306,开,开,关,32°C,0%,30,24分钟,50°C
20141104214308,开,开,关,32°C,0%,28,24分钟,50°C
20141104214314,开,开,关,32°C,0%,30,24分钟,50°C
20141104214316,开,开,关,32°C,0%,28,24分钟,50°C
20141104214318,开,开,关,32°C,0%,30,24分钟,50°C
20141104214322,开,开,关,32°C,0%,28,24分钟,50°C
20141104214328,开,开,关,32°C,0%,30,24分钟,50°C
20141104214330,开,开,关,32°C,0%,28,24分钟,50°C
20141104214332,开,开,关,32°C,0%,30,24分钟,50°C
20141104214334,开,开,关,32°C,0%,30,26分钟,50°C
20141104214340,开,开,关,31°C,0%,30,26分钟,50°C
20141104214344,开,开,关,31°C,0%,28,26分钟,50°C
20141104214347,开,开,关,31°C,0%,30,26分钟,50°C
20141104214349,开,开,关,31°C,0%,28,26分钟,50°C
20141104214353,开,开,关,31°C,0%,30,26分钟,50°C
20141104214402,开,开,关,31°C,0%,28,26分钟,50°C
20141104214403,开,开,关,31°C,0%,30,26分钟,50°C
20141104214405,开,开,关,31°C,0%,28,26分钟,50°C
20141104214411,开,开,关,31°C,0%,30,26分钟,50°C
20141104214415,开,开,关,31°C,0%,28,26分钟,50°C
20141104214417,开,开,关,31°C,0%,30,26分钟,50°C
20141104214421,开,开,关,31°C,0%,28,26分钟,50°C
20141104214423,开,开,关,31°C,0%,28,28分钟,50°C
20141104214427,开,开,关,30°C,0%,30,28分钟,50°C
20141104214429,开,开,关,30°C,0%,28,26分钟,50°C
20141104214431,开,开,关,31°C,0%,30,26分钟,50°C
20141104214433,开,开,关,31°C,0%,28,26分钟,50°C
20141104214435,开,开,关,31°C,0%,30,28分钟,50°C
20141104214449,开,开,关,30°C,0%,30,28分钟,50°C
20141104214451,开,开,关,30°C,0%,31,28分钟,50°C
20141104214455,开,开,关,30°C,0%,0,28分钟,50°C
20141104214556,开,开,关,30°C,0%,0,27分钟,50°C
20141104214606,开,开,关,30°C,0%,0,26分钟,50°C
20141104214700,开,开,关,31°C,0%,0,26分钟,50°C
20141104214718,开,开,关,31°C,0%,0,25分钟,50°C
20141104214749,开,开,关,32°C,0%,0,25分钟,50°C
20141104214759,开,开,关,32°C,0%,0,24分钟,50°C
20141104214801,开,开,关,32°C,0%,27,24分钟,50°C
20141104214807,开,开,关,32°C,0%,30,24分钟,50°C
20141104214809,开,开,关,33°C,0%,28,24分钟,50°C
20141104214811,开,开,关,33°C,0%,30,24分钟,50°C
20141104214813,开,开,关,33°C,0%,30,23分钟,50°C
20141104214815,开,开,关,33°C,0%,28,23分钟,50°C
20141104214823,开,开,关,33°C,0%,30,23分钟,50°C
20141104214825,开,开,关,33°C,0%,28,23分钟,50°C
20141104214827,开,开,关,33°C,0%,31,23分钟,50°C
20141104214849,开,开,关,33°C,0%,30,23分钟,50°C
20141104214853,关,关,关,33°C,0%,30,0分钟,50°C
20141104214855,关,关,关,33°C,0%,31,0分钟,50°C
20141104214904,关,关,关,34°C,0%,30,0分钟,50°C
20141104214905,关,关,关,34°C,0%,31,0分钟,50°C
20141104214908,关,关,关,34°C,0%,30,0分钟,50°C
20141104214912,关,关,关,33°C,0%,30,0分钟,50°C
20141104214914,关,关,关,33°C,0%,31,0分钟,50°C
20141104214916,关,关,关,34°C,0%,31,0分钟,50°C
20141104214922,关,关,关,34°C,0%,30,0分钟,50°C
20141104214928,关,关,关,34°C,0%,31,0分钟,50°C
20141104214930,关,关,关,34°C,0%,30,0分钟,50°C
20141104214932,关,关,关,34°C,0%,31,0分钟,50°C
20141104214940,关,关,关,34°C,0%,30,0分钟,50°C
20141104214942,关,关,关,34°C,0%,31,0分钟,50°C
20141104214944,关,关,关,34°C,0%,30,0分钟,50°C
20141104214946,关,关,关,34°C,0%,31,0分钟,50°C
20141104215004,关,关,关,34°C,0%,30,0分钟,50°C
20141104215006,关,关,关,34°C,0%,31,0分钟,50°C
20141104215022,关,关,关,34°C,0%,30,0分钟,50°C
20141104215024,关,关,关,34°C,0%,31,0分钟,50°C
20141104215034,关,关,关,34°C,0%,30,0分钟,50°C
20141104215036,关,关,关,34°C,0%,31,0分钟,50°C
20141104215038,关,关,关,34°C,0%,30,0分钟,50°C
20141104215040,关,关,关,34°C,0%,31,0分钟,50°C
20141104215051,关,关,关,34°C,0%,30,0分钟,50°C
20141104215053,关,关,关,34°C,0%,31,0分钟,50°C
20141104215105,关,关,关,34°C,0%,30,0分钟,50°C
20141104215107,关,关,关,34°C,0%,31,0分钟,50°C
20141104215109,关,关,关,34°C,0%,30,0分钟,50°C
20141104215113,关,关,关,34°C,0%,31,0分钟,50°C
20141104215115,关,关,关,34°C,0%,8,0分钟,50°C
20141104215734,关,关,关,33°C,0%,8,0分钟,50°C
20141104233859,关,关,关,31°C,0%,23,0分钟,50°C
20141104233901,关,关,关,31°C,0%,25,0分钟,50°C
